question_id,sqlite_source_query,mysql_direct_from_sqlite,direct_status,pg_intermediate_query,mysql_via_pg,via_pg_status,both_succeeded,queries_identical
28,"SELECT T2.School, T2.DOC FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.FundingType = 'Locally funded' AND (T1.`Enrollment (K-12)` - T1.`Enrollment (Ages 5-17)`) > (SELECT AVG(T3.`Enrollment (K-12)` - T3.`Enrollment (Ages 5-17)`) FROM frpm AS T3 INNER JOIN schools AS T4 ON T3.CDSCode = T4.CDSCode WHERE T4.FundingType = 'Locally funded')","SELECT T2.School, T2.DOC FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.FundingType = 'Locally funded' AND (T1.`Enrollment (K-12)` - T1.`Enrollment (Ages 5-17)`) > (SELECT AVG(T3.`Enrollment (K-12)` - T3.`Enrollment (Ages 5-17)`) FROM frpm AS T3 INNER JOIN schools AS T4 ON T3.CDSCode = T4.CDSCode WHERE T4.FundingType = 'Locally funded')",result_matched,"SELECT T2.""School"", T2.""DOC"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T2.""FundingType"" = 'Locally funded' AND (T1.""Enrollment (K-12)"" - T1.""Enrollment (Ages 5-17)"") > (SELECT AVG(T3.""Enrollment (K-12)"" - T3.""Enrollment (Ages 5-17)"") FROM ""frpm"" AS T3 INNER JOIN ""schools"" AS T4 ON T3.""CDSCode"" = T4.""CDSCode"" WHERE T4.""FundingType"" = 'Locally funded')","SELECT T2.`School`, T2.`DOC` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`FundingType` = 'Locally funded' AND (T1.`Enrollment (K-12)` - T1.`Enrollment (Ages 5-17)`) > (SELECT AVG(T3.`Enrollment (K-12)` - T3.`Enrollment (Ages 5-17)`) FROM `frpm` AS T3 INNER JOIN `schools` AS T4 ON T3.`CDSCode` = T4.`CDSCode` WHERE T4.`FundingType` = 'Locally funded')",result_matched,True,False
29,SELECT T2.OpenDate FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,SELECT T2.OpenDate FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,result_matched,"SELECT T2.""OpenDate"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" ORDER BY T1.""Enrollment (K-12)"" DESC NULLS LAST LIMIT 1",SELECT T2.`OpenDate` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,result_matched,True,False
30,SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode GROUP BY T2.City ORDER BY SUM(T1.`Enrollment (K-12)`) ASC LIMIT 5,SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode GROUP BY T2.City ORDER BY SUM(T1.`Enrollment (K-12)`) ASC LIMIT 5,result_matched,"SELECT T2.""City"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" GROUP BY T2.""City"" ORDER BY SUM(T1.""Enrollment (K-12)"") ASC NULLS FIRST, T2.""City"" ASC NULLS FIRST LIMIT 5","SELECT T2.`City` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` GROUP BY T2.`City` ORDER BY (SUM(T1.`Enrollment (K-12)`) IS NULL) DESC, SUM(T1.`Enrollment (K-12)`) ASC, (T2.`City` IS NULL) DESC, T2.`City` ASC LIMIT 5",result_matched,True,False
31,"SELECT CAST(`Free Meal Count (K-12)` AS REAL) / `Enrollment (K-12)` FROM frpm ORDER BY `Enrollment (K-12)` DESC LIMIT 9, 2","SELECT `Free Meal Count (K-12)` / `Enrollment (K-12)` FROM frpm ORDER BY `Enrollment (K-12)` DESC LIMIT 9, 2",result_matched,"SELECT ""Free Meal Count (K-12)""::DOUBLE PRECISION / ""Enrollment (K-12)"" FROM ""frpm"" ORDER BY ""Enrollment (K-12)"" DESC NULLS LAST OFFSET 9 LIMIT 2","SELECT `Free Meal Count (K-12)` / `Enrollment (K-12)` FROM `frpm` ORDER BY `Enrollment (K-12)` IS NULL, `Enrollment (K-12)` DESC LIMIT 2 OFFSET 9",result_matched,True,False
32,SELECT CAST(T1.`FRPM Count (K-12)` AS REAL) / T1.`Enrollment (K-12)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.SOC = 66 ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 5,SELECT T1.`FRPM Count (K-12)` / T1.`Enrollment (K-12)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.SOC = '66' ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 5,result_matched,"SELECT T1.""FRPM Count (K-12)""::DOUBLE PRECISION / T1.""Enrollment (K-12)"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T2.""SOC"" = '66' ORDER BY T1.""FRPM Count (K-12)"" DESC NULLS LAST LIMIT 5",SELECT T1.`FRPM Count (K-12)` / T1.`Enrollment (K-12)` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`SOC` = '66' ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 5,result_matched,True,False
33,"SELECT T2.Website, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Free Meal Count (Ages 5-17)` BETWEEN 1900 AND 2000 AND T2.Website IS NOT NULL","SELECT T2.Website, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Free Meal Count (Ages 5-17)` BETWEEN 1900 AND 2000 AND T2.Website IS NOT NULL",result_matched,"SELECT T2.""Website"", T1.""School Name"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T1.""Free Meal Count (Ages 5-17)"" BETWEEN 1900 AND 2000 AND T2.""Website"" IS NOT NULL","SELECT T2.`Website`, T1.`School Name` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T1.`Free Meal Count (Ages 5-17)` BETWEEN 1900 AND 2000 AND T2.`Website` IS NOT NULL",result_matched,True,False
34,SELECT CAST(T2.`Free Meal Count (Ages 5-17)` AS REAL) / T2.`Enrollment (Ages 5-17)` FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.AdmFName1 = 'Kacey' AND T1.AdmLName1 = 'Gibson',SELECT CAST(T2.`Free Meal Count (Ages 5-17)` AS REAL) / T2.`Enrollment (Ages 5-17)` FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.AdmFName1 = 'Kacey' AND T1.AdmLName1 = 'Gibson',result_matched,"SELECT T2.""Free Meal Count (Ages 5-17)""::DOUBLE PRECISION / T2.""Enrollment (Ages 5-17)"" FROM ""schools"" AS T1 INNER JOIN ""frpm"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T1.""AdmFName1"" = 'Kacey' AND T1.""AdmLName1"" = 'Gibson'",SELECT T2.`Free Meal Count (Ages 5-17)` / T2.`Enrollment (Ages 5-17)` FROM `schools` AS T1 INNER JOIN `frpm` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T1.`AdmFName1` = 'Kacey' AND T1.`AdmLName1` = 'Gibson',result_matched,True,False
35,SELECT T2.AdmEmail1 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Charter School (Y/N)` = 1 ORDER BY T1.`Enrollment (K-12)` ASC LIMIT 1,SELECT T2.AdmEmail1 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Charter School (Y/N)` = 1 ORDER BY T1.`Enrollment (K-12)` ASC LIMIT 1,result_matched,"SELECT T2.""AdmEmail1"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T1.""Charter School (Y/N)"" = TRUE ORDER BY T1.""Enrollment (K-12)"" ASC NULLS LAST LIMIT 1","SELECT T2.`AdmEmail1` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T1.`Charter School (Y/N)` = 1 ORDER BY T1.`Enrollment (K-12)` IS NULL ASC, T1.`Enrollment (K-12)` ASC LIMIT 1",result_matched,True,False
36,"SELECT T2.AdmFName1, T2.AdmLName1, T2.AdmFName2, T2.AdmLName2, T2.AdmFName3, T2.AdmLName3 FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","SELECT T2.AdmFName1, T2.AdmLName1, T2.AdmFName2, T2.AdmLName2, T2.AdmFName3, T2.AdmLName3 FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1",result_matched,"SELECT T2.""AdmFName1"", T2.""AdmLName1"", T2.""AdmFName2"", T2.""AdmLName2"", T2.""AdmFName3"", T2.""AdmLName3"" FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" ORDER BY T1.""NumGE1500"" DESC NULLS LAST LIMIT 1","SELECT T2.`AdmFName1`, T2.`AdmLName1`, T2.`AdmFName2`, T2.`AdmLName2`, T2.`AdmFName3`, T2.`AdmLName3` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` ORDER BY T1.`NumGE1500` DESC LIMIT 1",result_matched,True,False
37,"SELECT T2.Street, T2.City, T2.State, T2.Zip FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY CAST(T1.NumGE1500 AS REAL) / T1.NumTstTakr ASC LIMIT 1","SELECT T2.`Street`, T2.`City`, T2.`State`, T2.`Zip` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` ORDER BY CAST(T1.`NumGE1500` AS DECIMAL(10, 8)) / NULLIF(CAST(T1.`NumTstTakr` AS DECIMAL(10, 8)), 0) ASC, T1.`cds` ASC LIMIT 1",exhausted_retry,SQLite→PG failed,,N/A,False,False
38,SELECT T2.Website FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.NumTstTakr BETWEEN 2000 AND 3000 AND T2.County = 'Los Angeles',SELECT T2.Website FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.NumTstTakr BETWEEN 2000 AND 3000 AND T2.County = 'Los Angeles',result_matched,"SELECT T2.""Website"" FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" WHERE T1.""NumTstTakr"" BETWEEN 2000 AND 3000 AND T2.""County"" = 'Los Angeles'",SELECT T2.`Website` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` WHERE T1.`NumTstTakr` BETWEEN 2000 AND 3000 AND T2.`County` = 'Los Angeles',result_matched,True,False
39,"SELECT AVG(T1.NumTstTakr) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE strftime('%Y', T2.OpenDate) = '1980' AND T2.County = 'Fresno'",SELECT AVG(T1.NumTstTakr) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE YEAR(T2.OpenDate) = 1980 AND T2.County = 'Fresno',result_matched,"SELECT AVG(T1.""NumTstTakr"") FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" WHERE EXTRACT(YEAR FROM T2.""OpenDate"") = 1980 AND T2.""County"" = 'Fresno'",SELECT AVG(T1.`NumTstTakr`) FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` WHERE YEAR(T2.`OpenDate`) = 1980 AND T2.`County` = 'Fresno',result_matched,True,False
40,SELECT T2.Phone FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.District = 'Fresno Unified' AND T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1,SELECT T2.Phone FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.District = 'Fresno Unified' AND T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1,result_matched,"SELECT T2.""Phone"" FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" WHERE T2.""District"" = 'Fresno Unified' AND T1.""AvgScrRead"" IS NOT NULL ORDER BY T1.""AvgScrRead"" ASC NULLS LAST LIMIT 1",SELECT T2.`Phone` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` WHERE T2.`District` = 'Fresno Unified' AND T1.`AvgScrRead` IS NOT NULL ORDER BY T1.`AvgScrRead` ASC LIMIT 1,result_matched,True,False
41,"SELECT School FROM (SELECT T2.School,T1.AvgScrRead, RANK() OVER (PARTITION BY T2.County ORDER BY T1.AvgScrRead DESC) AS rnk FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Virtual = 'F' ) ranked_schools WHERE rnk <= 5","SELECT `ranked_schools`.`School` FROM (SELECT T2.`School`, T1.`AvgScrRead`, RANK() OVER (PARTITION BY T2.`County` ORDER BY T1.`AvgScrRead` DESC) AS rnk FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` WHERE T2.`Virtual` = 'F' ) AS ranked_schools WHERE rnk <= 5",result_matched,"SELECT ""School"" FROM (SELECT T2.""School"", T1.""AvgScrRead"", RANK() OVER (PARTITION BY T2.""County"" ORDER BY T1.""AvgScrRead"" DESC) AS rnk FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" WHERE T2.""Virtual"" = 'F' ) AS ranked_schools WHERE rnk <= 5","SELECT `School` FROM (SELECT T2.`School`, T1.`AvgScrRead`, RANK() OVER (PARTITION BY BINARY T2.`County` ORDER BY (T1.`AvgScrRead` IS NULL) DESC, T1.`AvgScrRead` DESC, T2.`School` ASC) AS rnk FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` WHERE BINARY T2.`Virtual` = 'F' ) AS ranked_schools WHERE rnk <= 5",exhausted_retry,False,False
42,SELECT T2.EdOpsName FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 1,SELECT T2.EdOpsName FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 1,result_matched,"SELECT T2.""EdOpsName"" FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" ORDER BY T1.""AvgScrMath"" DESC NULLS LAST LIMIT 1",SELECT T2.`EdOpsName` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` ORDER BY T1.`AvgScrMath` DESC LIMIT 1,result_matched,True,False
43,"SELECT T1.AvgScrMath, T2.County FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrMath IS NOT NULL ORDER BY T1.AvgScrMath + T1.AvgScrRead + T1.AvgScrWrite ASC LIMIT 1","SELECT `T1`.`AvgScrMath`, `T2`.`County` FROM `satscores` AS `T1` INNER JOIN `schools` AS `T2` ON `T1`.`cds` = `T2`.`CDSCode` WHERE `T1`.`AvgScrMath` IS NOT NULL ORDER BY CAST(`T1`.`AvgScrMath` AS SIGNED) + CAST(COALESCE(`T1`.`AvgScrRead`, 0) AS SIGNED) + CAST(COALESCE(`T1`.`AvgScrWrite`, 0) AS SIGNED) ASC LIMIT 1",unable_to_match,SQLite→PG failed,,N/A,False,False
44,"SELECT T1.AvgScrWrite, T2.City FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","SELECT T1.AvgScrWrite, T2.City FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` ORDER BY T1.`NumGE1500` DESC LIMIT 1",result_matched,"SELECT T1.""AvgScrWrite"", T2.""City"" FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" ORDER BY T1.""NumGE1500"" DESC NULLS LAST LIMIT 1","SELECT T1.`AvgScrWrite`, T2.`City` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` ORDER BY T1.`NumGE1500` DESC LIMIT 1",result_matched,True,False
45,"SELECT T2.School, T1.AvgScrWrite FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.AdmFName1 = 'Ricci' AND T2.AdmLName1 = 'Ulrich'","SELECT T2.`School`, T1.`AvgScrWrite` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` WHERE T2.`AdmFName1` = 'Ricci' AND T2.`AdmLName1` = 'Ulrich'",result_matched,"SELECT T2.""School"", T1.""AvgScrWrite"" FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" WHERE T2.""AdmFName1"" = 'Ricci' AND T2.""AdmLName1"" = 'Ulrich'","SELECT T2.`School`, T1.`AvgScrWrite` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` WHERE T2.`AdmFName1` = 'Ricci' AND T2.`AdmLName1` = 'Ulrich'",result_matched,True,True
46,SELECT T2.School FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.DOC = 31 ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,SELECT T2.`School` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`DOC` = 31 ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,result_matched,"SELECT T2.""School"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T2.""DOC"" = '31' ORDER BY T1.""Enrollment (K-12)"" DESC NULLS LAST LIMIT 1",SELECT T2.`School` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`DOC` = '31' ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,result_matched,True,False
47,"SELECT CAST(COUNT(School) AS REAL) / 12 FROM schools WHERE DOC = 52 AND County = 'Alameda' AND strftime('%Y', OpenDate) = '1980'",SELECT CAST(COUNT(`School`) AS DOUBLE) / 12 FROM `schools` WHERE `DOC` = '52' AND `County` = 'Alameda' AND YEAR(`OpenDate`) = 1980,result_matched,"SELECT COUNT(""School"")::DOUBLE PRECISION / 12 FROM ""schools"" WHERE ""DOC"" = '52' AND ""County"" = 'Alameda' AND EXTRACT(YEAR FROM ""OpenDate"") = 1980",SELECT CAST(COUNT(`School`) AS DOUBLE) / 12 FROM `schools` WHERE `DOC` = '52' AND `County` = 'Alameda' AND YEAR(`OpenDate`) = 1980,result_matched,True,True
48,SELECT CAST(SUM(CASE WHEN DOC = 54 THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN DOC = 52 THEN 1 ELSE 0 END) FROM schools WHERE StatusType = 'Merged' AND County = 'Orange',SELECT CAST(SUM(CASE WHEN `DOC` = '54' THEN 1 ELSE 0 END) AS DOUBLE) / SUM(CASE WHEN `DOC` = '52' THEN 1 ELSE 0 END) FROM `schools` WHERE `StatusType` = 'Merged' AND `County` = 'Orange',result_matched,"SELECT (SUM(CASE WHEN ""DOC"" = '54' THEN 1 ELSE 0 END))::DOUBLE PRECISION / SUM(CASE WHEN ""DOC"" = '52' THEN 1 ELSE 0 END) FROM ""schools"" WHERE ""StatusType"" = 'Merged' AND ""County"" = 'Orange'",SELECT SUM(CASE WHEN `DOC` = '54' THEN 1 ELSE 0 END) / SUM(CASE WHEN `DOC` = '52' THEN 1 ELSE 0 END) FROM `schools` WHERE `StatusType` = 'Merged' AND `County` = 'Orange',result_matched,True,False
49,"SELECT DISTINCT County, School, ClosedDate FROM schools WHERE County = ( SELECT County FROM schools WHERE StatusType = 'Closed' GROUP BY County ORDER BY COUNT(School) DESC LIMIT 1 ) AND StatusType = 'Closed' AND school IS NOT NULL","SELECT DISTINCT `County`, `School`, `ClosedDate` FROM `schools` WHERE `County` = ( SELECT `County` FROM `schools` WHERE `StatusType` = 'Closed' GROUP BY `County` ORDER BY COUNT(`School`) DESC LIMIT 1 ) AND `StatusType` = 'Closed' AND `School` IS NOT NULL",result_matched,SQLite→PG failed,,N/A,False,False
50,"SELECT T2.MailStreet, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 6, 1","SELECT T2.MailStreet, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 6, 1",result_matched,SQLite→PG failed,,N/A,False,False
51,"SELECT T2.MailStreet, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1","SELECT T2.`MailStreet`, T2.`School` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` WHERE T1.`AvgScrRead` IS NOT NULL ORDER BY T1.`AvgScrRead` ASC, T2.`MailStreet` ASC LIMIT 1",unable_to_match,SQLite→PG failed,,N/A,False,False
52,SELECT COUNT(T1.cds) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Lakeport' AND (T1.AvgScrRead + T1.AvgScrMath + T1.AvgScrWrite) >= 1500,SELECT COUNT(T1.cds) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Lakeport' AND (T1.AvgScrRead + T1.AvgScrMath + T1.AvgScrWrite) >= 1500,result_matched,"SELECT COUNT(T1.""cds"") FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" WHERE T2.""MailCity"" = 'Lakeport' AND (T1.""AvgScrRead"" + T1.""AvgScrMath"" + T1.""AvgScrWrite"") >= 1500",SELECT COUNT(T1.`cds`) FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` WHERE T2.`MailCity` = 'Lakeport' AND (T1.`AvgScrRead` + T1.`AvgScrMath` + T1.`AvgScrWrite`) >= 1500,result_matched,True,False
53,SELECT T1.NumTstTakr FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Fresno',SELECT T1.NumTstTakr FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Fresno',result_matched,"SELECT T1.""NumTstTakr"" FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" WHERE T2.""MailCity"" = 'Fresno'",SELECT T1.`NumTstTakr` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` WHERE T2.`MailCity` = 'Fresno',result_matched,True,False
54,"SELECT School, MailZip FROM schools WHERE AdmFName1 = 'Avetik' AND AdmLName1 = 'Atoian'","SELECT `School`, `MailZip` FROM `schools` WHERE `AdmFName1` = 'Avetik' AND `AdmLName1` = 'Atoian'",result_matched,"SELECT ""School"", ""MailZip"" FROM ""schools"" WHERE ""AdmFName1"" = 'Avetik' AND ""AdmLName1"" = 'Atoian'","SELECT `School`, `MailZip` FROM `schools` WHERE `AdmFName1` = 'Avetik' AND `AdmLName1` = 'Atoian'",result_matched,True,True
55,SELECT CAST(SUM(CASE WHEN County = 'Colusa' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN County = 'Humboldt' THEN 1 ELSE 0 END) FROM schools WHERE MailState = 'CA',SELECT CAST(SUM(CASE WHEN `County` = 'Colusa' THEN 1 ELSE 0 END) AS DOUBLE) / SUM(CASE WHEN `County` = 'Humboldt' THEN 1 ELSE 0 END) FROM `schools` WHERE `MailState` = 'CA',result_matched,"SELECT SUM(CASE WHEN ""County"" = 'Colusa' THEN 1 ELSE 0 END)::DOUBLE PRECISION / SUM(CASE WHEN ""County"" = 'Humboldt' THEN 1 ELSE 0 END) FROM ""schools"" WHERE ""MailState"" = 'CA'",SELECT SUM(CASE WHEN `County` = 'Colusa' THEN 1 ELSE 0 END) / SUM(CASE WHEN `County` = 'Humboldt' THEN 1 ELSE 0 END) FROM `schools` WHERE `MailState` = 'CA',result_matched,True,False
56,SELECT COUNT(CDSCode) FROM schools WHERE City = 'San Joaquin' AND MailState = 'CA' AND StatusType = 'Active',SELECT COUNT(`CDSCode`) FROM `schools` WHERE `City` = 'San Joaquin' AND `MailState` = 'CA' AND `StatusType` = 'Active',result_matched,"SELECT COUNT(""CDSCode"") FROM ""schools"" WHERE ""City"" = 'San Joaquin' AND ""MailState"" = 'CA' AND ""StatusType"" = 'Active'",SELECT COUNT(`CDSCode`) FROM `schools` WHERE `City` = 'San Joaquin' AND `MailState` = 'CA' AND `StatusType` = 'Active',result_matched,True,True
57,"SELECT T2.Phone, T2.Ext FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrWrite DESC LIMIT 332, 1","SELECT T2.`Phone`, T2.`Ext` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` ORDER BY T1.`AvgScrWrite` IS NULL ASC, CAST(T1.`AvgScrWrite` AS SIGNED) DESC, T1.`cds` ASC LIMIT 332, 1",exhausted_retry,SQLite→PG failed,,N/A,False,False
